[14.6.2011 | 08:38:36] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 198[14.6.2011 | 18:38:05] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 190[14.6.2011 | 18:38:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 199[14.6.2011 | 18:38:09] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 200[14.6.2011 | 18:38:10] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 201[14.6.2011 | 18:38:11] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 202[14.6.2011 | 18:38:12] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 203[14.6.2011 | 18:38:13] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 20[14.6.2011 | 18:38:15] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 203[14.6.2011 | 18:38:16] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 204[14.6.2011 | 18:38:17] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 205[14.6.2011 | 18:38:20] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 206[14.6.2011 | 18:38:21] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 207[14.6.2011 | 18:38:22] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 208[14.6.2011 | 18:38:24] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 209[14.6.2011 | 18:38:26] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 210[14.6.2011 | 18:38:27] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 211[14.6.2011 | 18:38:28] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 212[14.6.2011 | 18:38:28] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 21[14.6.2011 | 18:38:30] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 213[14.6.2011 | 18:38:31] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 215[14.6.2011 | 18:38:32] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 214[14.6.2011 | 18:38:33] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 216[14.6.2011 | 18:38:34] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 217[14.6.2011 | 18:38:35] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 218[14.6.2011 | 18:38:37] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 219[14.6.2011 | 18:38:39] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 220[14.6.2011 | 18:38:40] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 222[14.6.2011 | 18:38:41] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 221[14.6.2011 | 18:38:42] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 223[14.6.2011 | 18:38:43] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 224[14.6.2011 | 18:38:45] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 225[14.6.2011 | 18:38:46] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 226[14.6.2011 | 18:38:47] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 227[14.6.2011 | 18:38:49] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 228[14.6.2011 | 18:38:52] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 390435079[14.6.2011 | 18:38:53] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 39043507[14.6.2011 | 18:38:55] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 3904350[14.6.2011 | 18:38:56] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 390435[14.6.2011 | 18:38:57] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 39043[14.6.2011 | 18:38:58] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 3904[14.6.2011 | 18:39:01] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 39044564576[14.6.2011 | 18:39:02] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 3904456457[14.6.2011 | 18:39:15] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 19[14.6.2011 | 18:39:19] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 9[14.6.2011 | 18:39:35] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /noob[14.6.2011 | 18:39:46] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /weather 10[14.6.2011 | 18:42:47] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /smini[14.6.2011 | 18:45:59] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 18:49:05] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 18:50:44] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /swar[14.6.2011 | 18:53:56] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 18:56:26] 
[IP: 5.53.109.85] aviv (id:1): /useweed[14.6.2011 | 18:58:40] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sSaw[14.6.2011 | 18:58:47] 
[IP: 5.53.109.85] aviv (id:1): /saw[14.6.2011 | 18:58:52] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /saw[14.6.2011 | 18:59:12] 
[IP: 5.53.109.85] aviv (id:1): /ls[14.6.2011 | 19:00:14] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /games[14.6.2011 | 19:00:14] 
[IP: 5.53.109.85] aviv (id:1): /callcaar[14.6.2011 | 19:00:16] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sgre[14.6.2011 | 19:00:18] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /gre[14.6.2011 | 19:00:20] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:00:27] 
[IP: 5.53.109.85] aviv (id:1): /gre[14.6.2011 | 19:01:55] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sgre[14.6.2011 | 19:01:57] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /gre[14.6.2011 | 19:03:09] 
[IP: 5.53.109.85] aviv (id:1): /ls[14.6.2011 | 19:03:13] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /ls[14.6.2011 | 19:04:35] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:05:10] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:05:20] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /piss[14.6.2011 | 19:05:22] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /pee[14.6.2011 | 19:05:39] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /piss[14.6.2011 | 19:05:49] 
[IP: 5.53.109.85] aviv (id:1): /twor[14.6.2011 | 19:05:53] 
[IP: 5.53.109.85] aviv (id:1): /twer[14.6.2011 | 19:06:01] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:06:20] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:06:30] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:06:35] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /swglass[14.6.2011 | 19:07:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:07:10] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:07:57] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:08:00] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:08:27] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:08:54] 
[IP: 5.53.109.85] aviv (id:1): /tower[14.6.2011 | 19:08:56] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:10:21] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike save[14.6.2011 | 19:10:27] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:10:31] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:11:20] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sl 0 30[14.6.2011 | 19:11:29] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:11:33] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sl 0 30[14.6.2011 | 19:11:34] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:12:32] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike delete[14.6.2011 | 19:13:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike save[14.6.2011 | 19:13:09] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:13:17] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:13:25] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tower[14.6.2011 | 19:13:57] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 19:15:14] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /open2[14.6.2011 | 19:15:18] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /close2[14.6.2011 | 19:17:03] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:17:55] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 19:18:05] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:18:18] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:18:23] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:18:38] 
[IP: 5.53.109.85] aviv (id:1): /drift 3[14.6.2011 | 19:19:00] 
[IP: 5.53.109.85] aviv (id:1): /callacr[14.6.2011 | 19:19:05] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:19:13] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /kill[14.6.2011 | 19:19:23] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 19:20:44] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 19:20:57] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:21:02] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:21:05] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:21:59] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /jeeps[14.6.2011 | 19:22:14] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:22:16] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /drift 3[14.6.2011 | 19:22:19] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /swglass[14.6.2011 | 19:22:26] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /tra[14.6.2011 | 19:22:31] 
[IP: 5.53.109.85] aviv (id:1): /wglass[14.6.2011 | 19:23:03] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:25:56] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 19:30:10] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sSaw[14.6.2011 | 19:31:15] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:34:20] 
[IP: 5.53.109.85] aviv (id:1): /kill[14.6.2011 | 19:35:47] 
[IP: 5.53.109.85] aviv (id:1): /ap[14.6.2011 | 19:36:02] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:38:00] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sGlass[14.6.2011 | 19:38:40] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /kill[14.6.2011 | 19:39:21] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /kill[14.6.2011 | 19:39:29] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /race[14.6.2011 | 19:39:44] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:39:54] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:40:32] 
[IP: 5.53.109.85] aviv (id:1): /go to 2[14.6.2011 | 19:41:43] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /race[14.6.2011 | 19:41:57] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:41:59] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:45:39] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /race[14.6.2011 | 19:45:52] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /rcb startplm[14.6.2011 | 19:45:59] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:47:34] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:48:39] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 19:50:08] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /race[14.6.2011 | 19:53:57] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /rcb startplm[14.6.2011 | 19:54:25] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /ap[14.6.2011 | 19:54:25] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /ap[14.6.2011 | 19:54:38] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /pm 3[14.6.2011 | 19:55:53] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /ap[14.6.2011 | 19:56:17] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag[14.6.2011 | 19:56:20] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag[14.6.2011 | 19:56:32] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag 2 àðé âáø ![14.6.2011 | 19:56:56] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag [14.6.2011 | 19:58:03] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /callcar[14.6.2011 | 19:58:05] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag 3 DK + îðäì ÷äéìä[14.6.2011 | 19:58:08] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:58:11] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 19:58:31] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /settag 0 äîúëðú äñåñ [14.6.2011 | 19:59:09] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /settag[14.6.2011 | 19:59:11] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag[14.6.2011 | 19:59:15] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag red[14.6.2011 | 19:59:23] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag red 2 àðé âáø![14.6.2011 | 19:59:27] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /settag 0 äîìê ùì äùøú[14.6.2011 | 20:00:00] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag àãîéï+SDK[14.6.2011 | 20:00:10] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag 2 àãîéï+SDK[14.6.2011 | 20:01:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /cc[14.6.2011 | 20:01:26] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /d[14.6.2011 | 20:01:47] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /swar[14.6.2011 | 20:01:48] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /clan color 0 200 0[14.6.2011 | 20:01:52] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /clan color 0 255 0[14.6.2011 | 20:01:58] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /settag[14.6.2011 | 20:02:26] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:03:08] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike save[14.6.2011 | 20:03:12] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike delete[14.6.2011 | 20:03:13] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike save[14.6.2011 | 20:03:19] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 20:03:25] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /airstrike start 3[14.6.2011 | 20:04:02] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:04:44] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:04:49] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:05:21] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 20:05:24] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 20:05:28] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /tuning[14.6.2011 | 20:05:47] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:05:56] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:06:19] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:06:23] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:06:25] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /Newdrift[14.6.2011 | 20:06:59] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /dirft 3[14.6.2011 | 20:07:03] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:07:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /drift 3[14.6.2011 | 20:07:32] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:07:53] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /clan invite 3[14.6.2011 | 20:08:17] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:08:22] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:08:36] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /clan join[14.6.2011 | 20:08:54] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:08:59] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /clan setlevel 3 5[14.6.2011 | 20:09:46] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:12:00] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:12:56] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:13:42] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:13:51] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:14:07] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:14:24] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:14:41] 
[IP: 5.53.109.85] aviv (id:1): /sc[14.6.2011 | 20:15:53] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:16:07] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:16:08] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:16:09] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /drift 3[14.6.2011 | 20:16:27] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:16:31] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /drift 3[14.6.2011 | 20:16:54] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:16:54] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:17:20] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:17:21] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /sSaw[14.6.2011 | 20:17:31] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:17:35] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:17:36] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:17:36] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:17:44] 
[IP: 5.53.109.85] aviv (id:1): /saw[14.6.2011 | 20:17:54] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /fix[14.6.2011 | 20:18:00] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:18:00] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:18:10] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift4[14.6.2011 | 20:18:12] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 4[14.6.2011 | 20:18:22] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 5[14.6.2011 | 20:18:31] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 23[14.6.2011 | 20:18:34] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 6[14.6.2011 | 20:18:36] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 6[14.6.2011 | 20:18:47] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:18:48] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 1[14.6.2011 | 20:18:53] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 2[14.6.2011 | 20:18:53] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 2[14.6.2011 | 20:18:57] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift[14.6.2011 | 20:19:00] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:19:10] 
[IP: 5.53.109.85] aviv (id:1): /callcar[14.6.2011 | 20:19:20] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift[14.6.2011 | 20:19:33] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 4[14.6.2011 | 20:19:35] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /drift 3[14.6.2011 | 20:19:48] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:19:50] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift[14.6.2011 | 20:20:03] 
[IP: 5.53.109.85] aviv (id:1): /traft[14.6.2011 | 20:20:06] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /clan invite[14.6.2011 | 20:20:06] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /clan invite 4 [14.6.2011 | 20:20:12] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /clan invite 4[14.6.2011 | 20:20:21] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:20:25] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /clan join[14.6.2011 | 20:20:43] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:4): /hq[14.6.2011 | 20:20:46] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /hq[14.6.2011 | 20:21:12] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /open2[14.6.2011 | 20:21:22] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:1): /drift 2[14.6.2011 | 20:21:27] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:1): /drift 4[14.6.2011 | 20:21:28] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /close2[14.6.2011 | 20:21:28] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:22:01] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:22:02] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:22:07] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:22:10] 
[IP: 5.236.135.32] [sTz]Dri[F]tZ (id:1): /drift 3[14.6.2011 | 20:22:46] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:23:44] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:24:10] 
[IP: 5.34.194.40] [Saw]Breacher (id:2): /drift 3[14.6.2011 | 20:24:26] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:24:32] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:24:39] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /drift 3[14.6.2011 | 20:25:11] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /cn[14.6.2011 | 20:25:24] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /cn [DK.s]SuL[T]aN[14.6.2011 | 20:25:38] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /cn [DK.S]SuL[T]aN[14.6.2011 | 20:25:44] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /cn[14.6.2011 | 20:25:51] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /cn[14.6.2011 | 20:25:54] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /changenick[14.6.2011 | 20:26:05] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /changenick [DK.s]SuL[T]aN[14.6.2011 | 20:26:07] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /cn [DK.s]_Pois0n_[14.6.2011 | 20:26:23] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /cn [DK,s]_Pois0n_[14.6.2011 | 20:26:38] 
[IP: 127.0.0.1] _Pois0n_ (id:0): /cn [DKs]_Pois0n_[14.6.2011 | 20:26:39] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /drift 3[14.6.2011 | 20:26:47] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buycar2[14.6.2011 | 20:26:52] 
[IP: 5.101.27.252] SuL[T]aN (id:3): /changenick [DKs]SuL[T]aN[14.6.2011 | 20:27:05] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buycar2[14.6.2011 | 20:27:09] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buycar2[14.6.2011 | 20:27:37] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buycar2[14.6.2011 | 20:27:47] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /cc2[14.6.2011 | 20:27:51] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /cc[14.6.2011 | 20:28:04] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buywheel[14.6.2011 | 20:28:12] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buynitro[14.6.2011 | 20:28:14] 
[IP: 5.34.194.40] [Saw]Breacher (id:1): /buywheel[14.6.2011 | 20:28:20] 
